id,model_provider,situation,context,generated_question,processing_time_seconds,timestamp,success
26,gemini,"I found out that my boyfriend had been lying to me about his entire life, and so the future that he had said we were building towards was all but impossible. I'm trying to figure out if I should stay with him.","seeker: I agree with you. It's one of my fears. | supporter: How do your children feel about this? And his? | seeker: MY children (6 and 9) have been living with him in their lives as a male figure who is growing into a father figure. He and I have been together for fifteen months, and part-time living together for six. | seeker: This isn't a new relationship. That's part of the complication, too. | seeker: His kids actually asked if they could come live with me while he and his (ex?) figured their shit out.","It sounds like this situation has brought a lot of uncertainty and upheaval into your life, especially considering the children are involved. How are you feeling as you process the impact of these revelations and navigate this complex situation with your children and his?",0.97,2025-06-08T20:41:08.408793,True
27,gemini,"I found out that my boyfriend had been lying to me about his entire life, and so the future that he had said we were building towards was all but impossible. I'm trying to figure out if I should stay with him.","seeker: I would all but guarantee it. | supporter: It just worries me that he might treat you the same way if you were ever in the same position | seeker: Here's the other kicker, though... | seeker: She knows about me. | seeker: (I know. You're right. I thought that as well)",It sounds like you're grappling with a lot right now. Knowing about this other person and the lies your boyfriend told you must feel incredibly disorienting. Can you tell me a little more about what emotions are surfacing for you as you process all of this?,0.86,2025-06-08T20:41:09.777029,True
28,gemini,the uncertainty surrounding the corona virus pandemic. the unavailability of jobs. lack of success get jobs applied for. No ease or comfort of end being in sight,,"It sounds like you're carrying a lot right now, with the pandemic, job searching, and the feeling that things aren't getting better. Can you tell me more about what specifically feels the most overwhelming or difficult to manage in all of that?",0.75,2025-06-08T20:41:11.029672,True
29,gemini,the uncertainty surrounding the corona virus pandemic. the unavailability of jobs. lack of success get jobs applied for. No ease or comfort of end being in sight,"supporter: Hi there, how are you doing? | seeker: could be better","It sounds like you're carrying a lot right now. Can you tell me more about what's making things ""not better"" for you?",0.7,2025-06-08T20:41:12.235937,True
30,gemini,the uncertainty surrounding the corona virus pandemic. the unavailability of jobs. lack of success get jobs applied for. No ease or comfort of end being in sight,"supporter: So you're unemployed? I am sorry to hear that. Are you prepared to take jobs that are below your usual level just to get by for a while? | seeker: have tried that but don't even get an interview | supporter: It's a very difficult time to be out of work, I know. I hope that there is something out there for you. Have you tried employment agencies? | seeker: yes, I do not qualify for unemployment because I have savings above the min threshold and I also have rental property, which is currently loss making and I can't sell it because it's 30% below market value | supporter: Well, on the plus side at least you do have savings .. hopefully this can give you some security for a while","It sounds like you're carrying a lot right now, with the job search being so challenging and the added stress of your rental property. I can hear the worry in your voice. Could you tell me more about what it feels like to face all of these uncertainties at once, and how that's impacting your day-to-day life?",0.92,2025-06-08T20:41:13.659636,True
31,gemini,I am looking for more online jobs. but it is hard to find.,,It sounds like you're feeling frustrated that it's difficult to find online jobs right now. Can you tell me a little more about what specifically is making the search challenging for you?,0.73,2025-06-08T20:41:14.897005,True
32,gemini,I am looking for more online jobs. but it is hard to find.,"supporter: Hello, how are you feeling at the moment? | seeker: hi! I am good. you?","It's great to hear you're doing well! Since you're looking for online jobs, how are you feeling about the process of searching and applying so far?",0.62,2025-06-08T20:41:16.022450,True
33,gemini,I am looking for more online jobs. but it is hard to find.,"supporter: I have had to use foodbanks once or twice this year and I did feel a bit bad about it but everyone there was very kind and no-one judged us. | seeker: If i lose my main job I will use it | supporter: There is nothing to be ashamed of in doing so and when you get to a better position you can give back to them. | seeker: sorry about that, but that's good, people help each other | seeker: Absolutely! Volunteering is a great spirit.",It sounds like you're feeling a bit anxious about the possibility of needing to use a food bank if you lose your main job. Can you tell me more about what specifically makes you feel anxious about that possibility?,0.83,2025-06-08T20:41:17.357049,True
34,gemini,General depression made worse by the severity of the pandemic.,seeker: Hey there | seeker: How are you?,It's great that you reached out. I'm here to listen. How has the pandemic been impacting your mood and overall well-being lately?,0.56,2025-06-08T20:41:18.419659,True
35,gemini,General depression made worse by the severity of the pandemic.,"seeker: Hey there | seeker: How are you? | supporter: I AM FINE | supporter: HOW IS YOUR SIDE ? | seeker: I am ok, I'm having a hard time dealing with the pandemic though.",It sounds like the pandemic is making things really difficult for you right now. Can you tell me more about what specifically is making it hard to cope?,0.59,2025-06-08T20:41:19.509247,True
36,gemini,They are always demotivate my economic status. It hurts me a lot,seeker: I need some tips to overcome from that problem,It sounds like you're carrying a lot of pain related to your economic situation. Can you tell me more about what specifically hurts you the most about being demotivated by it?,0.58,2025-06-08T20:41:20.595429,True
37,gemini,They are always demotivate my economic status. It hurts me a lot,seeker: I need some tips to overcome from that problem | supporter: Hey. How can I help? | seeker: Give me some tips to get succeed in my life,It sounds like you're feeling really down about your current financial situation and how it's impacting your life goals. Can you tell me more about what specifically feels demotivating and hurtful about it?,0.66,2025-06-08T20:41:21.756334,True
38,gemini,They are always demotivate my economic status. It hurts me a lot,seeker: Give me some tips to get succeed in my life | supporter: Okay. Well lets start with exactly what the problem is. What kind of tips do you need? | seeker: I was totally upset due to my financial career | supporter: Okay I understand. Tell me a little about that. | seeker: I had a lot of debts,It sounds like the debts are a significant burden on you. Can you tell me more about how these debts make you feel and how they're impacting your daily life?,0.78,2025-06-08T20:41:23.042316,True
39,gemini,They are always demotivate my economic status. It hurts me a lot,seeker: I had a lot of debts | supporter: That is unfortunate. How did you accumulate such debt? | seeker: Because of this covid situation | supporter: That's tough. It has personally affect me as well as my financial health as well. I know the frustration. | seeker: So please tell me some advice,It sounds like the financial strain from the COVID situation is really getting to you. You mentioned it hurts a lot. Can you tell me more about what specific thoughts and feelings come up when you think about your economic situation?,0.77,2025-06-08T20:41:24.317372,True
40,gemini,They are always demotivate my economic status. It hurts me a lot,supporter: That is unfortunate. How did you accumulate such debt? | seeker: Because of this covid situation | supporter: That's tough. It has personally affect me as well as my financial health as well. I know the frustration. | seeker: So please tell me some advice | supporter: Well to do so I need a little more information. Have you already taken any steps to help your situation?,It sounds like the financial strain caused by the COVID situation has been incredibly difficult and disheartening for you. You mentioned it hurts you a lot. Can you tell me more about what specific feelings come up when you think about your economic status and the impact it's having on you?,0.93,2025-06-08T20:41:25.751529,True
41,gemini,"I really blew it with my girlfriend, so she left me right before Christmas.",supporter: Good afternoon | seeker: Hello.,I'm so sorry to hear that. Losing someone right before the holidays must be incredibly difficult. Can you tell me a little more about how you're feeling right now?,0.6,2025-06-08T20:41:26.852613,True
42,gemini,"I really blew it with my girlfriend, so she left me right before Christmas.",supporter: Good afternoon | seeker: Hello. | supporter: How r u | seeker: Not doing too well.,I'm so sorry to hear you're not doing well. Losing your girlfriend right before Christmas must be incredibly painful. Can you tell me a little bit about what you're feeling right now?,0.65,2025-06-08T20:41:28.004591,True
43,gemini,"I really blew it with my girlfriend, so she left me right before Christmas.",supporter: How r u | seeker: Not doing too well. | supporter: What is your day like | seeker: Bleak and depressing. How is yours going? | supporter: What seems to be the issue,I'm truly sorry to hear that. It sounds like you're going through a really tough time. Can you tell me a little more about what's making things feel so bleak and depressing right now?,0.66,2025-06-08T20:41:29.167390,True
44,gemini,"I really blew it with my girlfriend, so she left me right before Christmas.",supporter: What is your day like | seeker: Bleak and depressing. How is yours going? | supporter: What seems to be the issue | supporter: What is making you feel this way | seeker: My girlfriend left me and I am all alone.,"I'm so sorry to hear that. It sounds like you're going through a really tough time, especially with the timing. Can you tell me more about what it's like to feel ""all alone"" right now?",0.79,2025-06-08T20:41:30.462824,True
45,gemini,"I really blew it with my girlfriend, so she left me right before Christmas.","supporter: I can assume that the relationship was for awhile | seeker: We were together for six and a half years. | supporter: Breakups are hard especially when you have been together for awhile | seeker: Yes, and I think I will miss the pegging the most. No one can do it better or harder than her. | supporter: That was along time. 6 years. WAs the breakup sudden or had it gradually happened over time","It sounds like you're going through a lot right now, especially with the timing of the breakup. You mentioned missing the physical intimacy. Can you tell me more about what else you're missing from the relationship, and how you're feeling about the loss of those things?",0.73,2025-06-08T20:41:31.696819,True
46,gemini,"I really blew it with my girlfriend, so she left me right before Christmas.","supporter: That was along time. 6 years. WAs the breakup sudden or had it gradually happened over time | supporter: What may I ask is pegging | seeker: It was probably gradual, but it seemed like all of a sudden at the end. | supporter: had there been any disagreements | seeker: Pegging is when she puts on a strap on and pleasures me from behind. It is definitely a niche fetish.","It sounds like the breakup was still a shock, even if there were underlying issues. Can you tell me more about how you're feeling now, especially with Christmas right around the corner?",0.82,2025-06-08T20:41:33.021294,True
47,gemini,"I really blew it with my girlfriend, so she left me right before Christmas.","seeker: Pegging is when she puts on a strap on and pleasures me from behind. It is definitely a niche fetish. | supporter: R u a female | seeker: The biggest disagreement was that she wanted to start pegging other guys, and I told her no way, we did not agree to that arrangement. | seeker: No I am a male. But please don't judge me, I am very fragile right now. | supporter: i am not judging you in anyway. Helps me better understand","It sounds like you're going through a really tough time right now, especially with the timing of everything. Can you tell me a little more about how you're feeling in the wake of the breakup, and what's been the hardest part for you to deal with?",0.83,2025-06-08T20:41:34.354883,True
48,gemini,"I really blew it with my girlfriend, so she left me right before Christmas.","supporter: WAs there another person involved with the relationship or just you both | seeker: I really miss her a lot, I would let her peg those other guys if she wanted to, I just need to get her back in my life. I told her I would give her as many rimjobs that she requested. | seeker: There were other women and men that she would bring home for us to have threesomes with. It made me feel like she was in power. | supporter: sounds like you both had a solid relationship | seeker: Very solid like a rock. I feel like you are mocking me now. Are you a man or woman?","I understand this is incredibly painful, especially around the holidays. It sounds like the dynamic in your relationship was complex. Can you tell me more about what specifically you miss most about her and the relationship right now?",0.77,2025-06-08T20:41:35.626885,True
49,gemini,MY life has been completely upheaved by a cheating spouse who abandoned me and our children,supporter: hi | seeker: Hey | seeker: You there?,I'm here. It sounds like you're going through an incredibly difficult time right now. It's understandable to feel overwhelmed when your life has been turned upside down. Can you tell me a little bit about what emotions you're experiencing at this moment?,0.78,2025-06-08T20:41:36.913944,True
50,gemini,Trying to find a job,,"Okay, here's a question I would ask, keeping in mind this is the very beginning of the conversation, and the client is simply stating they are trying to find a job:

""It sounds like you're in the process of looking for work. How are you feeling about that process so far?""",0.83,2025-06-08T20:41:38.252037,True
51,gemini,Trying to find a job,supporter: What canI do to help? | seeker: Hi! I am trying to find a new job for long time. There is no success in it | supporter: I feel bad for you. | supporter: There are many openings for Uber and Uber Eats.,It sounds incredibly frustrating to be searching for a job for a long time without seeing results. Can you tell me a bit about what's been the most challenging part of your job search so far?,0.72,2025-06-08T20:41:39.473922,True
52,gemini,Trying to find a job,seeker: Hi! I am trying to find a new job for long time. There is no success in it | supporter: I feel bad for you. | supporter: There are many openings for Uber and Uber Eats. | supporter: What were you doing before you were looking for a job? Were you in college? | seeker: I am not a good driver,It sounds incredibly frustrating to be searching for a job for a long time without success. Can you tell me a little more about what that experience has been like for you emotionally?,0.93,2025-06-08T20:41:40.908128,True
53,gemini,Trying to find a job,seeker: I am not a good driver | supporter: What do you find are your top skill sets? | seeker: I was working in an IT company as a program analyst | supporter: That is good that you have a good skill set that allows you to find something in the same field of IT. | seeker: I am really having hard time to get one,It sounds like you're feeling discouraged by the job search. Can you tell me more about what specifically feels hard right now?,0.62,2025-06-08T20:41:42.033788,True
54,gemini,Trying to find a job,supporter: What do you find are your top skill sets? | seeker: I was working in an IT company as a program analyst | supporter: That is good that you have a good skill set that allows you to find something in the same field of IT. | seeker: I am really having hard time to get one | supporter: How so? What is the specific difficulty? Is it with your resume?,"It sounds incredibly frustrating to be struggling to find a job, especially when you have experience in a field like IT. You mentioned having a hard time – can you tell me more about what specifically feels most challenging or discouraging during your job search right now?",0.82,2025-06-08T20:41:43.363844,True
55,gemini,Trying to find a job,supporter: That is good that you have a good skill set that allows you to find something in the same field of IT. | seeker: I am really having hard time to get one | supporter: How so? What is the specific difficulty? Is it with your resume? | supporter: Are you feeling nervous? Anxious? | seeker: The reason is recession or might be COVID.,"It sounds like you're feeling discouraged and perhaps a little helpless, given the challenges of the current economic climate. Can you tell me more about how the recession and COVID are specifically impacting your job search and making it difficult to find a position?",0.98,2025-06-08T20:41:44.843731,True
56,gemini,Trying to find a job,supporter: How so? What is the specific difficulty? Is it with your resume? | supporter: Are you feeling nervous? Anxious? | seeker: The reason is recession or might be COVID. | supporter: Any other questions or concerns that you may have for me? | seeker: I am stressed,"It sounds like you're feeling really stressed right now, and it makes sense given the challenges of job searching during uncertain times. Can you tell me more about what specifically is causing you the most stress as you look for work?",0.78,2025-06-08T20:41:46.129559,True
57,gemini,Trying to find a job,"seeker: I am stressed | supporter: Well, how do you adapt to the work issue? Do you like dogs? There are opportunities for dog walkers. | supporter: I made good money in the past walking my neighbors and friends dogs. | seeker: I don't have any pet so no experience with it | supporter: When I get stressed, I try to do vigorous exercises with pushups, chin ups, sit ups or walking fast.","It sounds like you're feeling the pressure of job searching, and it's understandable to feel stressed. Can you tell me more about what specifically feels most stressful about the job search process right now?",0.62,2025-06-08T20:41:47.252606,True
58,gemini,Trying to find a job,"supporter: Losing a job? It never happened for you before? | seeker: There are recreational parks, and trails near by | supporter: I would join a support group for those people who need support and want to change careers. | supporter: There are support groups online to help with job loss who can advise you on where to use your interests and skills to have a more fulfilling life. | seeker: I love my career just getting bit demotivated",It sounds like you're feeling demotivated in a career you actually love. Can you tell me more about what specifically is making you feel this way right now?,0.63,2025-06-08T20:41:48.382859,True
59,gemini,Not sure how to explain that I want out of marriage,seeker: Hi,It's understandable that you're reaching out. It can be really difficult to know where to even begin when you're facing something like this. What's been on your mind that led you to contact me today?,0.8,2025-06-08T20:41:49.681060,True
60,gemini,Not sure how to explain that I want out of marriage,"seeker: I do not know how to tell my husband that I am lonely and I want out of the marriage | supporter: Oh, that sure is a heavy subject and a heavy thing to be on your mind. | seeker: He is not one you can talk to he usually just brushes things off | supporter: So you have tried to discuss your loneliness with your husband before? | seeker: Yes he tells me it’s just in my head and I could just go out with him, but he drinks then to much so I do not like going out with him",It sounds like you've been feeling unheard and invalidated in your attempts to express your feelings to your husband. How does that make you feel when he dismisses your loneliness and your concerns about his drinking?,0.76,2025-06-08T20:41:50.942396,True
61,gemini,Not sure how to explain that I want out of marriage,"supporter: So you have tried to discuss your loneliness with your husband before? | seeker: Yes he tells me it’s just in my head and I could just go out with him, but he drinks then to much so I do not like going out with him | supporter: I am sure that is frustrating! Does he drink at home as well or just when you go out? | seeker: Just when he goes out I do not go with him I do not drink and drive | seeker: And he hangs with some obnoxious people",It sounds like you're feeling really stuck between wanting to connect with your husband and feeling uncomfortable with his drinking and the people he spends time with. How does that push and pull affect your feelings about the marriage overall?,0.83,2025-06-08T20:41:52.274251,True
62,gemini,"Not having enough friends nearby.  My three nearby friends went away for holidays, so I have no one to spend time with over this weekend.",,It sounds like you're feeling a bit lonely with your friends away for the holidays. Can you tell me a bit more about what it's like for you when you don't have anyone nearby to spend time with?,0.67,2025-06-08T20:41:53.451235,True
63,gemini,"Not having enough friends nearby.  My three nearby friends went away for holidays, so I have no one to spend time with over this weekend.","supporter: Hello how are you? | seeker: I'm, okay, thanks, and you? I'm feeling a bit down because I'm alone for the holidays.",It sounds like you're feeling down because you're missing the company of your friends this weekend. Can you tell me a bit more about what specifically you're missing or what makes you feel down about being alone?,0.77,2025-06-08T20:41:54.729567,True
64,gemini,"Not having enough friends nearby.  My three nearby friends went away for holidays, so I have no one to spend time with over this weekend.","supporter: Hello how are you? | seeker: I'm, okay, thanks, and you? I'm feeling a bit down because I'm alone for the holidays. | supporter: Well that's no good, does your family live far away? | seeker: Yes, my family is scattered all over the country, like Seattle, Georgia, PA. I'm sure I'm not the only one with no plans this weekend, though. | supporter: True but I can understand that, it is hard being alone at the holidays.","It sounds like you're feeling the weight of being alone during the holidays, especially with your close friends away. Can you tell me more about what specifically makes this weekend feel difficult for you?",0.73,2025-06-08T20:41:55.960546,True
65,gemini,"Not having enough friends nearby.  My three nearby friends went away for holidays, so I have no one to spend time with over this weekend.","supporter: I have never understood how those work..I find it amazing someone can type out whole words or sentences with one word | seeker: Yeah, it's pretty cool. For example, if I hit DRAT in one stroke, then ""Did there come a time"" will appear in English on my machine's LCD screen. | supporter: Wow that is crazy, I don't understand how that works, is it preprogrammed or does it go by how the word sounds? | seeker: Each stenographer has their own ""Personal Dictionary"" which is a list of words in English along with how you in particular write out those words or phrases in steno. This dictionary is present within the actual steno machine after you transfer it from your laptop to the machine via cable or wifi. Thus your machine then knows how you write out words in particular and how to translate those words from steno to English - each stenographer writes a little differently. | supporter: OK that makes sense, so you basically program it as the user. I take it your stenography machine becomes pretty close to you lol","It sounds like you have a really unique skill and a fascinating machine that you're very familiar with! I'm curious, as you're spending time with your machine, are you feeling any particular emotions right now, perhaps related to not having your friends around this weekend?",0.93,2025-06-08T20:41:57.392634,True
